Department,Department_Name,Division,Gender,Base_Salary,Overtime_Pay,Longevity_Pay,Grade
POL,Department of Police,POL 47 ISB Criminal Investigations Division Financial Crimes Section,M,69442,0,3276.15,13
POL,Department of Police,POL 47 ISB Criminal Investigations Division Financial Crimes Section,M,78947,501.34,6257.7,16
POL,Department of Police,POL 47 ISB Criminal Investigations Division Financial Crimes Section,M,124833,6253.7,13310.7,A1
POL,Department of Police,POL 47 ISB Criminal Investigations Division Financial Crimes Section,M,103927,0,1825.2,P4
POL,Department of Police,POL 47 ISB Criminal Investigations Division Financial Crimes Section,F,80008,0,0,21
POL,Department of Police,POL 47 ISB Criminal Investigations Division Forensic Services Section,F,56784,0,0,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Admin Section,F,158007.4,0,0,M2
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Admin Section,F,101191.1449,0,0,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Biology Section,F,117424,0,1027.46,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Biology Section,F,117424,0,1908.14,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Biology Section,F,128531,0,0,N27
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Biology Section,F,95799.6196,0,0,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Biology Section,F,111260.3679,0,0,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Biology Section,F,81186.1556,1265.63,0,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Biology Section,M,97603.8339,0,0,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Biology Section,F,111108.7099,0,0,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Biology Section,F,107490.6753,0,0,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Biology Section,F,122842,0,0,26
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Chemistry Section,F,128531,0,964.06,N27
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Chemistry Section,M,82046.993,0,0,18
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Chemistry Section,F,117424,0,9367.17,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Chemistry Section,M,117424,0,6526.66,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Chemistry Section,F,108741.6298,0,0,26
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Chemistry Section,F,94461.9857,0,0,25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Crime Scene Section,F,115188.23,12980.83,3161.15,N27
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Crime Scene Section,F,94713.3,0,0,21
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Crime Scene Section,M,76404.7354,9429.73,0,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Crime Scene Section,F,73930.145,9500.32,0,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Crime Scene Section,F,77208.2473,304.68,0,21
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Crime Scene Section,F,62136.1215,3671.55,0,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Crime Scene Section,F,52203.33,407.33,0,16
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Crime Scene Section,F,64514.655,6049.29,0,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Crime Scene Section,F,64514.655,3493.02,0,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Electronic Crimes Section,M,124833,8704.87,13310.7,A1
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Electronic Crimes Section,M,108084,10233.71,1891.5,P4
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Electronic Crimes Section,M,108084,49567.37,4677.95,P4
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Electronic Crimes Section,M,97484,24114.6,0,P4
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Electronic Crimes Section,M,94186,24690.41,0,P4
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Electronic Crimes Section,M,108084,6519.12,0,P4
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Evidence Section,F,100445.0779,0,0,N25
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Evidence Section,M,103927,0,5649.41,P4
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Evidence Section,M,83122.0335,1628.55,0,18
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Evidence Section,F,86103,0,4076.04,18
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Evidence Section,F,54042,7069.04,3702.93,P4P
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Evidence Section,F,99333,214.91,0,23
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Evidence Section,F,61294.5976,16612.94,0,18
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Evidence Section,M,66584.655,129.82,0,18
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Pattern Sciences Section,M,128531,0,0,N27
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Pattern Sciences Section,M,93986,0,4091.09,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Pattern Sciences Section,M,98882.9827,1354.59,0,22
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Pattern Sciences Section,M,112267,4627.63,0,24
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Pattern Sciences Section,F,122842,9080.51,0,26
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Pattern Sciences Section,F,86968.1228,1907.65,0,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Pattern Sciences Section,F,76780.44,0,0,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Pattern Sciences Section,F,92333,621.26,0,20
POL,Department of Police,POL 47 ISB Forensics Sciences and Evidence Management Division Pattern Sciences Section,M,91193,0,0,24
POL,Department of Police,POL 47 ISB Major Crimes Division,F,82436,0,3507.12,N17
POL,Department of Police,POL 47 ISB Major Crimes Division,M,104428,11280.07,0,P4
POL,Department of Police,POL 47 ISB Major Crimes Division,F,108084,7555.73,0,P4
POL,Department of Police,POL 47 ISB Major Crimes Division,M,163437.62,12675.05,0,A2
POL,Department of Police,POL 47 ISB Major Crimes Division,M,124833,10947.8,12964.52,A1
POL,Department of Police,POL 47 ISB Major Crimes Division,M,108084,23740.72,11524.76,P4
POL,Department of Police,POL 47 ISB Major Crimes Division,M,100897,398.81,0,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Cold Case Section,M,124833,5902.4,13310.7,A1
POL,Department of Police,POL 47 ISB Major Crimes Division Cold Case Section,F,108084,6594.75,7550.4,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Cold Case Section,M,108084,6110.94,11524.76,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Cold Case Section,F,108084,3614.7,11524.76,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Cold Case Section,F,108084,5680.15,4312.69,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Fugitive Section,M,124833,28666.28,12964.52,A1
POL,Department of Police,POL 47 ISB Major Crimes Division Fugitive Section,M,113488,13068.9,12101.05,P5
POL,Department of Police,POL 47 ISB Major Crimes Division Fugitive Section,F,78947,0,6257.7,16
POL,Department of Police,POL 47 ISB Major Crimes Division Fugitive Section,M,108084,3721.9,11524.76,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Fugitive Section,M,108084,20649.42,10620.86,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Fugitive Section,M,124833,4155.65,8873.79,A1
POL,Department of Police,POL 47 ISB Major Crimes Division Fugitive Section,M,108084,9890.12,11524.76,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Fugitive Section,M,108084,7928.3,5517.41,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Fugitive Section,M,108084,6559.51,3710.33,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Homicide and Sex Section,M,108084,39181.65,7550.4,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Homicide and Sex Section,M,124833,20016.34,8720.4,A1
POL,Department of Police,POL 47 ISB Major Crimes Division Homicide and Sex Section,F,108084,40584.22,11524.76,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Homicide and Sex Section,F,108084,27118.51,5517.41,P4
POL,Department of Police,POL 47 ISB Major Crimes Division Homicide and Sex Section,M,124833,33207.04,13310.7,A1
POL,Department of Police,POL 47 ISB Major Crimes Division Victim Witness Assistance Section,F,93986,0,7472.55,20
POL,Department of Police,POL 47 ISB Major Crimes Division Victim Witness Assistance Section,F,93986,0,4454.99,20
POL,Department of Police,POL 47 ISB Major Crimes Division Victim Witness Assistance Section,F,117424,0,5013.3,N25
POL,Department of Police,POL 47 ISB Major Crimes Division Victim Witness Assistance Section,F,93986,0,1527.37,20
POL,Department of Police,POL 47 ISB Major Crimes Division Victim Witness Assistance Section,F,89653,0,227.75,20
POL,Department of Police,POL 47 ISB Major Crimes Division Victim Witness Assistance Section,F,76386.2,5404.14,0,20
POL,Department of Police,POL 47 ISB Special Victims Investigations Division,M,151964.6,1934.7,0,A2
POL,Department of Police,POL 47 ISB Special Victims Investigations Division,M,181671.85,1155.61,0,A3
POL,Department of Police,POL 47 ISB Special Victims Investigations Division,F,159165.73,1648.94,0,A2
POL,Department of Police,POL 47 ISB Special Victims Investigations Division,F,82436,89.05,3507.12,N17
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,124833,64148.12,13310.7,A1
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,F,108084,4092.78,3710.33,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,F,108084,6212.95,5517.41,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,108084,0,11524.76,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,124833,8350.01,13310.7,A1
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,108084,9501.29,11524.76,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,F,108084,6706.4,5366.82,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,113488,263.02,7927.92,P5
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,108084,6543.49,7405.6,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,124833,519.39,2184.65,A1
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,F,108084,9244.54,11524.76,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,F,91002,9089.84,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,94186,31.61,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,F,97484,8702.82,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,100897,4335.99,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,108084,0,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children,M,84949,3401.96,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Exploitation and Registry,F,98228,9491.24,7625.91,21
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Exploitation and Registry,M,109123,1938.9,2690.46,P5
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Exploitation and Registry,M,124833,11699.08,4285.32,A1
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Exploitation and Registry,M,108084,8791.52,7550.4,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Exploitation and Registry,M,108084,30234.99,10775.46,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Exploitation and Registry,F,108084,0,11524.76,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Exploitation and Registry,M,108084,22508.46,1600.5,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Exploitation and Registry,F,94186,3845.9,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Exploitation and Registry,F,116333,0,0,25
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,F,108084,12786.57,7550.4,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,M,124833,42645.72,13310.7,A1
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,M,124833,21861.09,2184.65,A1
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,F,98228,0,7816.14,21
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,F,93986,0,7472.55,20
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,F,108084,259.26,11524.76,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,F,108084,6284.96,3710.33,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,F,108084,17083.64,7550.4,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,F,104428,4218.91,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,M,97484,7890.96,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,M,97484,9236.74,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,M,104428,8397.26,0,P4
POL,Department of Police,POL 47 ISB Special Victims Investigations Division Family Justice,F,84949,0,0,P4
POL,Department of Police,POL 47 Management Services Bureau,M,160237.16,0,0,A2
POL,Department of Police,POL 47 Management Services Bureau,M,218000,0,0,EX2
POL,Department of Police,POL 47 Management Services Bureau,F,82436,0,0,N17
POL,Department of Police,POL 47 Management Services Bureau,M,149870.65,0,0,M3
POL,Department of Police,POL 47 MSB Capital Development and Facilities Division,M,102682,896.58,8175.59,22
POL,Department of Police,POL 47 MSB Capital Development and Facilities Division,M,102682,0,4872.16,22
POL,Department of Police,POL 47 MSB Communications Division,F,89948,9602.03,1458.2,19
POL,Department of Police,POL 47 MSB Communications Division,F,89948,42156.39,1861.96,19
POL,Department of Police,POL 47 MSB Communications Division,M,89948,65723.7,2751.16,19
POL,Department of Police,POL 47 MSB Communications Division,F,93986,30758.55,4454.99,20
POL,Department of Police,POL 47 MSB Communications Division,F,107271.137,17091.15,0,N23
POL,Department of Police,POL 47 MSB Communications Division,F,89948,7428.23,1422.97,19
POL,Department of Police,POL 47 MSB Communications Division,F,57742.94,0,0,21
POL,Department of Police,POL 47 MSB Communications Division,F,89948,11194.8,2751.16,19
POL,Department of Police,POL 47 MSB Communications Division,F,89948,17818.52,4260.33,19
POL,Department of Police,POL 47 MSB Communications Division,M,96516.6585,43815,0,21
POL,Department of Police,POL 47 MSB Communications Division,M,122842,0,9640.04,26
POL,Department of Police,POL 47 MSB Communications Division,M,89948,21869.51,4260.33,19
POL,Department of Police,POL 47 MSB Communications Division,F,93252.8176,1090.14,0,N21
POL,Department of Police,POL 47 MSB Communications Division,F,98228,2848.66,1596.27,N21
POL,Department of Police,POL 47 MSB Communications Division,F,89948,10531.95,674.64,19
POL,Department of Police,POL 47 MSB Communications Division,F,99622.9189,19265.25,0,N23
POL,Department of Police,POL 47 MSB Communications Division,M,134500,234.7,168.13,N28
POL,Department of Police,POL 47 MSB Communications Division,F,114945.1992,0,0,N25
POL,Department of Police,POL 47 MSB Communications Division,M,93211.8023,37353.84,0,N23
POL,Department of Police,POL 47 MSB Communications Division,M,117424,2148.11,5013.3,N25
POL,Department of Police,POL 47 MSB Communications Division,M,97349.0924,10186.88,0,N23
POL,Department of Police,POL 47 MSB Communications Division,M,93986,15821.75,4450.27,20
POL,Department of Police,POL 47 MSB Communications Division,F,103034,0,0,N23
POL,Department of Police,POL 47 MSB Communications Division,F,107367,33056.77,0,N23
POL,Department of Police,POL 47 MSB Communications Division,M,150108.11,0,0,M3
POL,Department of Police,POL 47 MSB Communications Division,M,92221.1748,14226.63,0,20
POL,Department of Police,POL 47 MSB Communications Division,F,93209.8633,22261.59,0,N23
POL,Department of Police,POL 47 MSB Communications Division,M,98228,3494.16,1596.27,N21
POL,Department of Police,POL 47 MSB Communications Division,M,93209.8633,27629.96,0,N23
POL,Department of Police,POL 47 MSB Communications Division,F,107367,11862.23,4580.14,N23
POL,Department of Police,POL 47 MSB Communications Division,F,103034,0,0,N23
POL,Department of Police,POL 47 MSB Communications Division,M,117424,0,1908.14,N25
POL,Department of Police,POL 47 MSB Communications Division,F,93986,11754.25,4454.99,20
POL,Department of Police,POL 47 MSB Communications Division,M,107367,21668.54,0,N23
POL,Department of Police,POL 47 MSB Communications Division,F,114050.2211,26.38,0,26
POL,Department of Police,POL 47 MSB Communications Division,M,117424,2403.72,1761.36,N25
POL,Department of Police,POL 47 MSB Communications Division,F,175873,0,0,M2
POL,Department of Police,POL 47 MSB Communications Division,F,117424,2298.2,0,N25
POL,Department of Police,POL 47 MSB Communications Division,M,96259.6421,12989.92,0,N21
POL,Department of Police,POL 47 MSB Communications Division,F,102023.5869,235.46,0,23
POL,Department of Police,POL 47 MSB Communications Division,F,103852.4841,16298.98,0,N23
POL,Department of Police,POL 47 MSB Communications Division,F,142798.76,0,0,M3
POL,Department of Police,POL 47 MSB Communications Division,M,107271.137,9161.8,0,N23
POL,Department of Police,POL 47 MSB Communications Division,M,87937.99,5565.29,0,N25
POL,Department of Police,POL 47 MSB Communications Division,F,70884.44,12389.7,0,21
POL,Department of Police,POL 47 MSB Communications Division,F,82423.1023,3221.35,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,98665.9553,11626.6,0,N23
POL,Department of Police,POL 47 MSB Communications Division,F,80260.1688,0,0,21
POL,Department of Police,POL 47 MSB Communications Division,F,82607.9362,18801.15,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,41174.09,11043.44,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,67296.1251,9394.32,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,79127.1094,40092.63,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,86241.5545,29699.96,0,20
POL,Department of Police,POL 47 MSB Communications Division,F,82636.7747,23897.53,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,87403.342,3443.53,0,N21
POL,Department of Police,POL 47 MSB Communications Division,M,79842.2944,18198.93,0,19
POL,Department of Police,POL 47 MSB Personnel Division,M,184272.73,12781.15,0,A3
POL,Department of Police,POL 47 MSB Communications Division,F,81213.5237,8371.67,0,20
POL,Department of Police,POL 47 MSB Communications Division,M,81213.5237,9207.79,0,20
POL,Department of Police,POL 47 MSB Communications Division,F,37468.49,2205.44,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,85179.49,9075.8,0,21
POL,Department of Police,POL 47 MSB Communications Division,M,78467.15,12867.87,0,20
POL,Department of Police,POL 47 MSB Communications Division,M,81997.3507,24582.95,0,N23
POL,Department of Police,POL 47 MSB Communications Division,F,82035.7104,20828.96,0,N21
POL,Department of Police,POL 47 MSB Communications Division,F,70603.9557,1483.81,0,21
POL,Department of Police,POL 47 MSB Communications Division,F,82035.1212,4067.03,0,N21
POL,Department of Police,POL 47 MSB Communications Division,F,78682.2939,20197.18,0,20
POL,Department of Police,POL 47 MSB Communications Division,F,78682.3043,13008.02,0,20
POL,Department of Police,POL 47 MSB Communications Division,M,101928.64,11759.78,0,23
POL,Department of Police,POL 47 MSB Communications Division,F,72694.4705,12401.49,0,20
POL,Department of Police,POL 47 MSB Communications Division,F,63439.7868,4115.08,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,72910.0575,25691.19,0,20
POL,Department of Police,POL 47 MSB Communications Division,F,62775.132,1286.54,0,21
POL,Department of Police,POL 47 MSB Communications Division,F,72910.0575,15919.21,0,20
POL,Department of Police,POL 47 MSB Communications Division,M,76460.86,16347.72,0,21
POL,Department of Police,POL 47 MSB Communications Division,M,69651.7084,13354.63,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,85397.0531,37423.89,0,20
POL,Department of Police,POL 47 MSB Communications Division,F,70661.14,13692.14,0,20
POL,Department of Police,POL 47 MSB Communications Division,M,73875.21,12334.01,0,21
POL,Department of Police,POL 47 MSB Communications Division,M,68487.62,10104.16,0,20
POL,Department of Police,POL 47 MSB Communications Division,F,67296.3316,12442.96,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,70444.5,11286.1,0,20
POL,Department of Police,POL 47 MSB Communications Division,M,70661.15,7571.69,0,20
POL,Department of Police,POL 47 MSB Communications Division,F,61943.5224,25087.9,0,17
POL,Department of Police,POL 47 MSB Communications Division,M,70884.6971,15376.89,0,20
POL,Department of Police,POL 47 MSB Communications Division,M,67509.2382,33893.75,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,67509.2382,11545.37,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,65226.3064,8657.65,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,59849.0119,14194.03,0,17
POL,Department of Police,POL 47 MSB Communications Division,F,65226.3104,8025.14,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,60061.6809,15537.29,0,17
POL,Department of Police,POL 47 MSB Communications Division,F,65438.9848,12269.94,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,67509.2272,7627.36,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,65439.6057,11138.24,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,60062.2353,8918.05,0,17
POL,Department of Police,POL 47 MSB Communications Division,F,58031.1452,20657.73,0,17
POL,Department of Police,POL 47 MSB Personnel Division,F,111124.85,0,0,N25
POL,Department of Police,POL 47 MSB Communications Division,F,56902.0987,1231.16,0,21
POL,Department of Police,POL 47 MSB Communications Division,F,63226.6722,17563.51,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,63439.3193,19446.11,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,118823.4622,0,0,26
POL,Department of Police,POL 47 MSB Communications Division,F,63439.3193,13657.72,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,63439.3193,31188.25,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,63439.3193,8481.55,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,63679.6075,8460.13,0,17
POL,Department of Police,POL 47 MSB Communications Division,F,97319.4254,3148.6,0,24
POL,Department of Police,POL 47 MSB Communications Division,M,61294.6,6448.58,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,61294.5976,7204.7,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,61294.5976,20323.19,0,19
POL,Department of Police,POL 47 MSB Communications Division,M,61687.656,16511.75,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,59793.3198,22509.72,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,60393.44,9250.79,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,54903.1275,6907.54,0,21
POL,Department of Police,POL 47 MSB Communications Division,F,60393.44,6863.23,0,19
POL,Department of Police,POL 47 MSB Communications Division,F,44285,306.08,0,21
POL,Department of Police,POL 47 MSB Communications Division,M,54903.1275,6664.14,0,17
POL,Department of Police,POL 47 MSB Communications Division,F,53479.8,4658.81,0,17
POL,Department of Police,POL 47 MSB Communications Division,M,53479.8,3597.76,0,17
POL,Department of Police,POL 47 MSB Communications Division,F,48618,0,0,21
POL,Department of Police,POL 47 MSB Communications Division,F,48618,2358.6,0,15
POL,Department of Police,POL 47 MSB Communications Division,F,48618,1940.14,0,15
POL,Department of Police,POL 47 MSB Communications Division,F,48618,1736.68,0,15
POL,Department of Police,POL 47 MSB Training and Education Division,M,108084,4300.97,5517.41,P4
POL,Department of Police,POL 47 MSB Communications Division,F,48618,1941.2,0,15
POL,Department of Police,POL 47 MSB Communications Division,F,48618,1203.82,0,15
POL,Department of Police,POL 47 MSB Communications Division,F,48618,1425.89,0,15
POL,Department of Police,POL 47 MSB Communications Division,F,100000,252.41,0,23
POL,Department of Police,POL 47 MSB Communications Division,M,48618,257.13,0,15
POL,Department of Police,POL 47 MSB Communications Division,F,48618,257.13,0,15
POL,Department of Police,POL 47 MSB Communications Division,F,48618,0,0,15
POL,Department of Police,POL 47 MSB Communications Division,F,57742.94,0,0,15
POL,Department of Police,POL 47 MSB Communications Division,F,48618,0,0,15
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,89948,3365.09,1461.72,19
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,122842,193.38,5840.66,26
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,75621,3336.51,1228.89,15
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,93986,0,7472.55,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,89948,0,4260.33,19
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,83298.649,0,0,21
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,115615.1097,210.33,0,N26
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,84955.0735,0,0,18
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,113488,25104.52,12101.05,P5
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,98228,110.75,2994.84,21
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,117424,0,5013.3,N25
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,101262.4681,988,0,23
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,105368.8788,1216.03,0,23
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,152940,0,0,M3
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,103384.6,7367.84,0,26
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,86649.7469,5017.11,0,N23
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,93986,4909.63,0,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,169114.8,0,0,M2
POL,Department of Police,POL 47 MSB Information Management and Technology Division,F,122842.0022,0,0,N26
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,139255.4965,0,0,N30
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,154025.05,0,0,N32
POL,Department of Police,POL 47 MSB Information Management and Technology Division,M,122842,620.12,0,26
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,F,78947,0,3732.58,16
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,F,78947,0,6257.7,16
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,F,94258.92,1736.2,0,16
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,F,74704.5068,862,0,20
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,M,133859.655,0,0,N30
POL,Department of Police,POL 47 MSB Information Management and Technology Division Data Systems Section,M,56579.7081,0,0,14
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,94899.0301,28693.53,0,21
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,115551.62,3714.7,1429.12,N25
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,107367,2170.14,0,N23
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Records Management Section,F,78947,10274.29,1282.97,16
